legacy_path,decoded_legacy_path,source,clicks,impressions,current_status,current_location,final_status,final_url,problem_type,recommended_target,action_needed,notes
/contact/,/contact/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,204,20589,301,https://dralirezasadighi.com/contact,LOOP,https://dralirezasadighi.com/contact,redirect_loop,,"FIXED (pending deploy): removed the bad self-redirect map entry; /contact, /en/contact, /ar/contact all verified 200 in local build","ROOT CAUSE of the P0 'hangs' report: LEGACY_REDIRECTS had ""/contact"": ""/contact"" (old WP /contact/ and the new site's own /contact both normalize to the same string), and resolveLegacyPath() had no self-redirect guard, so middleware.ts issued an infinite 301 loop. Fixed at two levels: removed the bad map row at the generator source, and added a permanent self-redirect guard directly in resolveLegacyPath() (middleware.ts) so this class of bug can't recur from any future data source. STILL LOOPING ON LIVE PRODUCTION as of this audit — fix is local/unpushed only, per task instructions (do not commit/push)."
/ایمپلنت-فوری-در-تبریز/,/ایمپلنت-فوری-در-تبریز/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,165,3075,301,https://dralirezasadighi.com/knowledge/%D8%A7%DB%8C%D9%85%D9%BE%D9%84%D9%86%D8%AA-%D9%81%D9%88%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2,200,https://dralirezasadighi.com/knowledge/%D8%A7%DB%8C%D9%85%D9%BE%D9%84%D9%86%D8%AA-%D9%81%D9%88%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2,redirects_ok,/knowledge/ایمپلنت-فوری-در-تبریز,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/about-us/,/about-us/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,148,21575,301,https://dralirezasadighi.com/about,200,https://dralirezasadighi.com/about,redirects_ok,/about,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/ریلپس-یا-بازگشت-پس-از-عمل-جراحی-فک-با-تا/,/ریلپس-یا-بازگشت-پس-از-عمل-جراحی-فک-با-تا/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,145,1756,301,https://dralirezasadighi.com/knowledge/%D8%B1%DB%8C%D9%84%D9%BE%D8%B3-%DB%8C%D8%A7-%D8%A8%D8%A7%D8%B2%DA%AF%D8%B4%D8%AA-%D9%BE%D8%B3-%D8%A7%D8%B2-%D8%B9%D9%85%D9%84-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D9%81%DA%A9-%D8%A8%D8%A7-%D8%AA%D8%A7,200,https://dralirezasadighi.com/knowledge/%D8%B1%DB%8C%D9%84%D9%BE%D8%B3-%DB%8C%D8%A7-%D8%A8%D8%A7%D8%B2%DA%AF%D8%B4%D8%AA-%D9%BE%D8%B3-%D8%A7%D8%B2-%D8%B9%D9%85%D9%84-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D9%81%DA%A9-%D8%A8%D8%A7-%D8%AA%D8%A7,redirects_ok,/knowledge/ریلپس-یا-بازگشت-پس-از-عمل-جراحی-فک-با-تا,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/25-سوال-متداول-در-مورد-جراحی-دندان-عقل-نه/,/25-سوال-متداول-در-مورد-جراحی-دندان-عقل-نه/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,141,2541,301,https://dralirezasadighi.com/knowledge/25-%D8%B3%D9%88%D8%A7%D9%84-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%AF%D8%B1-%D9%85%D9%88%D8%B1%D8%AF-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D8%AF%D9%86%D8%AF%D8%A7%D9%86-%D8%B9%D9%82%D9%84-%D9%86%D9%87,200,https://dralirezasadighi.com/knowledge/25-%D8%B3%D9%88%D8%A7%D9%84-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%AF%D8%B1-%D9%85%D9%88%D8%B1%D8%AF-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D8%AF%D9%86%D8%AF%D8%A7%D9%86-%D8%B9%D9%82%D9%84-%D9%86%D9%87,redirects_ok,/knowledge/25-سوال-متداول-در-مورد-جراحی-دندان-عقل-نه,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/لیفت-شقیقه-گلایدینگ/,/لیفت-شقیقه-گلایدینگ/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,134,3971,301,https://dralirezasadighi.com/knowledge/%D9%84%DB%8C%D9%81%D8%AA-%D8%B4%D9%82%DB%8C%D9%82%D9%87-%DA%AF%D9%84%D8%A7%DB%8C%D8%AF%DB%8C%D9%86%DA%AF,200,https://dralirezasadighi.com/knowledge/%D9%84%DB%8C%D9%81%D8%AA-%D8%B4%D9%82%DB%8C%D9%82%D9%87-%DA%AF%D9%84%D8%A7%DB%8C%D8%AF%DB%8C%D9%86%DA%AF,redirects_ok,/knowledge/لیفت-شقیقه-گلایدینگ,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/european-nose-job/,/european-nose-job/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,107,4204,301,https://dralirezasadighi.com/knowledge/european-nose-job,200,https://dralirezasadighi.com/knowledge/european-nose-job,redirects_ok,/knowledge/european-nose-job,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/25-سوال-متداول-در-مورد-جراحی-تزریق-چربی/,/25-سوال-متداول-در-مورد-جراحی-تزریق-چربی/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,101,1558,301,https://dralirezasadighi.com/knowledge/25-%D8%B3%D9%88%D8%A7%D9%84-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%AF%D8%B1-%D9%85%D9%88%D8%B1%D8%AF-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D8%AA%D8%B2%D8%B1%DB%8C%D9%82-%DA%86%D8%B1%D8%A8%DB%8C,200,https://dralirezasadighi.com/knowledge/25-%D8%B3%D9%88%D8%A7%D9%84-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%AF%D8%B1-%D9%85%D9%88%D8%B1%D8%AF-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D8%AA%D8%B2%D8%B1%DB%8C%D9%82-%DA%86%D8%B1%D8%A8%DB%8C,redirects_ok,/knowledge/25-سوال-متداول-در-مورد-جراحی-تزریق-چربی,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/25-سوال-متداول-در-مورد-تزریق-فیلر-به-ناحی/,/25-سوال-متداول-در-مورد-تزریق-فیلر-به-ناحی/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,100,1399,301,https://dralirezasadighi.com/knowledge/25-%D8%B3%D9%88%D8%A7%D9%84-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%AF%D8%B1-%D9%85%D9%88%D8%B1%D8%AF-%D8%AA%D8%B2%D8%B1%DB%8C%D9%82-%D9%81%DB%8C%D9%84%D8%B1-%D8%A8%D9%87-%D9%86%D8%A7%D8%AD%DB%8C,200,https://dralirezasadighi.com/knowledge/25-%D8%B3%D9%88%D8%A7%D9%84-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%AF%D8%B1-%D9%85%D9%88%D8%B1%D8%AF-%D8%AA%D8%B2%D8%B1%DB%8C%D9%82-%D9%81%DB%8C%D9%84%D8%B1-%D8%A8%D9%87-%D9%86%D8%A7%D8%AD%DB%8C,redirects_ok,/knowledge/25-سوال-متداول-در-مورد-تزریق-فیلر-به-ناحی,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/تفاوت-کشیدن-دندان-و-جراحی-دندان-عقل/,/تفاوت-کشیدن-دندان-و-جراحی-دندان-عقل/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,98,1533,301,https://dralirezasadighi.com/knowledge/%D8%AA%D9%81%D8%A7%D9%88%D8%AA-%DA%A9%D8%B4%DB%8C%D8%AF%D9%86-%D8%AF%D9%86%D8%AF%D8%A7%D9%86-%D9%88-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D8%AF%D9%86%D8%AF%D8%A7%D9%86-%D8%B9%D9%82%D9%84,200,https://dralirezasadighi.com/knowledge/%D8%AA%D9%81%D8%A7%D9%88%D8%AA-%DA%A9%D8%B4%DB%8C%D8%AF%D9%86-%D8%AF%D9%86%D8%AF%D8%A7%D9%86-%D9%88-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D8%AF%D9%86%D8%AF%D8%A7%D9%86-%D8%B9%D9%82%D9%84,redirects_ok,/knowledge/تفاوت-کشیدن-دندان-و-جراحی-دندان-عقل,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/25-سوال-متداول-در-مورد-جراحی-چانه-و-زاویه/,/25-سوال-متداول-در-مورد-جراحی-چانه-و-زاویه/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,84,2947,301,https://dralirezasadighi.com/knowledge/25-%D8%B3%D9%88%D8%A7%D9%84-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%AF%D8%B1-%D9%85%D9%88%D8%B1%D8%AF-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%DA%86%D8%A7%D9%86%D9%87-%D9%88-%D8%B2%D8%A7%D9%88%DB%8C%D9%87,200,https://dralirezasadighi.com/knowledge/25-%D8%B3%D9%88%D8%A7%D9%84-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%AF%D8%B1-%D9%85%D9%88%D8%B1%D8%AF-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%DA%86%D8%A7%D9%86%D9%87-%D9%88-%D8%B2%D8%A7%D9%88%DB%8C%D9%87,redirects_ok,/knowledge/25-سوال-متداول-در-مورد-جراحی-چانه-و-زاویه,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/جراحی-برجستگی-پیشانی/,/جراحی-برجستگی-پیشانی/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,78,7312,404,,404,https://dralirezasadighi.com/%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D8%A8%D8%B1%D8%AC%D8%B3%D8%AA%DA%AF%DB%8C-%D9%BE%DB%8C%D8%B4%D8%A7%D9%86%DB%8C,404,,intentional 404 (documented),Hamid's explicit 2026-08-23 decision: keep blocked pending manual content review (STILL_BLOCKED) — not re-decided by this bulk pass
/فیزیوتراپی-بعد-از-جراحی-فک/,/فیزیوتراپی-بعد-از-جراحی-فک/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,78,2175,301,https://dralirezasadighi.com/knowledge/%D9%81%DB%8C%D8%B2%DB%8C%D9%88%D8%AA%D8%B1%D8%A7%D9%BE%DB%8C-%D8%A8%D8%B9%D8%AF-%D8%A7%D8%B2-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D9%81%DA%A9,200,https://dralirezasadighi.com/knowledge/%D9%81%DB%8C%D8%B2%DB%8C%D9%88%D8%AA%D8%B1%D8%A7%D9%BE%DB%8C-%D8%A8%D8%B9%D8%AF-%D8%A7%D8%B2-%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D9%81%DA%A9,redirects_ok,/knowledge/فیزیوتراپی-بعد-از-جراحی-فک,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/لیفت-ابرو-و-شقیقه/,/لیفت-ابرو-و-شقیقه/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,75,15154,301,https://dralirezasadighi.com/knowledge/%D9%84%DB%8C%D9%81%D8%AA-%D8%A7%D8%A8%D8%B1%D9%88-%D9%88-%D8%B4%D9%82%DB%8C%D9%82%D9%87,200,https://dralirezasadighi.com/knowledge/%D9%84%DB%8C%D9%81%D8%AA-%D8%A7%D8%A8%D8%B1%D9%88-%D9%88-%D8%B4%D9%82%DB%8C%D9%82%D9%87,redirects_ok,/knowledge/لیفت-ابرو-و-شقیقه,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/جراحی-فک-پایین-عقب-رفته/,/جراحی-فک-پایین-عقب-رفته/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,71,4073,301,https://dralirezasadighi.com/knowledge/%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D9%81%DA%A9-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D8%B9%D9%82%D8%A8-%D8%B1%D9%81%D8%AA%D9%87,200,https://dralirezasadighi.com/knowledge/%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D9%81%DA%A9-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D8%B9%D9%82%D8%A8-%D8%B1%D9%81%D8%AA%D9%87,redirects_ok,/knowledge/جراحی-فک-پایین-عقب-رفته,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/جراحی-فک-پایین-جلو-آمده/,/جراحی-فک-پایین-جلو-آمده/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,67,5953,301,https://dralirezasadighi.com/knowledge/%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D9%81%DA%A9-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D8%AC%D9%84%D9%88-%D8%A2%D9%85%D8%AF%D9%87,200,https://dralirezasadighi.com/knowledge/%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C-%D9%81%DA%A9-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D8%AC%D9%84%D9%88-%D8%A2%D9%85%D8%AF%D9%87,redirects_ok,/knowledge/جراحی-فک-پایین-جلو-آمده,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/نمونه-درمان/,/نمونه-درمان/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,67,3337,404,,404,https://dralirezasadighi.com/%D9%86%D9%85%D9%88%D9%86%D9%87-%D8%AF%D8%B1%D9%85%D8%A7%D9%86,404,/before-after,FIXED (pending deploy): added to legacy-redirects.ts,One of the 5 originally-reported known-failing URLs. Verified 301 -> /before-after in local build. NOT YET on live production (unpushed).
/ایمپلنت-دندان-در-تبریز-پرسش-پاسخ/,/ایمپلنت-دندان-در-تبریز-پرسش-پاسخ/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,66,1688,301,https://dralirezasadighi.com/knowledge/%D8%A7%DB%8C%D9%85%D9%BE%D9%84%D9%86%D8%AA-%D8%AF%D9%86%D8%AF%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2-%D9%BE%D8%B1%D8%B3%D8%B4-%D9%BE%D8%A7%D8%B3%D8%AE,200,https://dralirezasadighi.com/knowledge/%D8%A7%DB%8C%D9%85%D9%BE%D9%84%D9%86%D8%AA-%D8%AF%D9%86%D8%AF%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2-%D9%BE%D8%B1%D8%B3%D8%B4-%D9%BE%D8%A7%D8%B3%D8%AE,redirects_ok,/knowledge/ایمپلنت-دندان-در-تبریز-پرسش-پاسخ,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
/ایمپلنت-اشترومن-در-تبریز/,/ایمپلنت-اشترومن-در-تبریز/,legacy-redirects-spec|migration-map|p0-launch-list|search-console|wordpress-inventory,63,1201,301,https://dralirezasadighi.com/knowledge/%D8%A7%DB%8C%D9%85%D9%BE%D9%84%D9%86%D8%AA-%D8%A7%D8%B4%D8%AA%D8%B1%D9%88%D9%85%D9%86-%D8%AF%D8%B1-%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2,200,https://dralirezasadighi.com/knowledge/%D8%A7%DB%8C%D9%85%D9%BE%D9%84%D9%86%D8%AA-%D8%A7%D8%B4%D8%AA%D8%B1%D9%88%D9%85%D9%86-%D8%AF%D8%B1-%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2,redirects_ok,/knowledge/ایمپلنت-اشترومن-در-تبریز,"already redirects (pre-existing map entry, unrelated to this incident)",Not part of this incident — was already a valid legacy-redirects.ts entry before this audit.
