current_url,type,status,title,clicks,impressions,ctr,position,topic_cluster,priority,recommended_action,proposed_next_url,redirect_required,notes
https://dralirezasadighi.com/نگاهی-به-انواع-جراحی-دندان-و-آشنایی-با-م/,post,publish,نگاهی به انواع جراحی دندان و آشنایی با مراقبت های بعد از آن,10,748,0.0134,21.12,care-instructions,P0,needs-manual-review,/fa/care-instructions,yes,Care-instruction content without a clear match to an existing care topic — review before mapping.
https://dralirezasadighi.com/مراقبت-های-جراحی-ایمپلنت/,post,publish,مراقبت های جراحی ایمپلنت,9,343,0.0262,34.53,advanced-dental-implant,P0,migrate-to-knowledge-center,/fa/knowledge/مراقبت-های-جراحی-ایمپلنت,yes,Substantial standalone article on core topic (advanced-dental-implant); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/advanced-dental-implant.
https://dralirezasadighi.com/elementor-7929/,post,publish,ارتودنسی دندان + همه چیز درباره آن,0,74,0.0,36.07,general-dental,P1,migrate-to-knowledge-center,,yes,General dental content with some traffic — migrate as a standalone Knowledge Center article.
https://dralirezasadighi.com/مراقبت-جراحی-بینی/,post,publish,مراقبت جراحی رینوپلاستی (بینی),6,110,0.0545,22.28,rhinoplasty,P0,migrate-to-knowledge-center,/fa/knowledge/مراقبت-جراحی-بینی,yes,Substantial standalone article on core topic (rhinoplasty); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/rhinoplasty.
https://dralirezasadighi.com/مراقبت-جراحی-بلفاروپلاستی-ابرو/,post,publish,مراقبت جراحی بلفاروپلاستی (ابرو),0,60,0.0,9.82,blepharoplasty,P0,migrate-to-knowledge-center,/fa/knowledge/مراقبت-جراحی-بلفاروپلاستی-ابرو,yes,Substantial standalone article on core topic (blepharoplasty); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/facial-cosmetic-surgery.
https://dralirezasadighi.com/مراقبت-جراحی-فک/,post,publish,مراقبت جراحی فک,19,736,0.0258,12.13,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/مراقبت-جراحی-فک,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/بلیچینگ-دندان؛-راهی-برای-داشتن-لبخندی/,post,publish,بلیچینگ دندان؛ راهی برای داشتن لبخندی درخشان‌تر,0,0,0.0,0.0,general-dental,P2,needs-manual-review,,no,"General dental content, low/no signal — confirm relevance before migrating."
https://dralirezasadighi.com/پل-دندان-یا-بریج-دندان-چیست؟/,post,publish,پل دندان یا بریج دندان چیست؟,1,466,0.0021,25.09,general-dental,P0,migrate-to-knowledge-center,,yes,General dental content with some traffic — migrate as a standalone Knowledge Center article.
https://dralirezasadighi.com/درمان-ریشه-و-عصب-کشی-چه-تفاوتی-دارند؟/,post,publish,درمان ریشه و عصب کشی چه تفاوتی دارند؟,4,379,0.0106,21.04,uncategorized,P0,needs-manual-review,,yes,Traffic present but topic unclear from title/categories/slug — classify manually before deciding redirect target.
https://dralirezasadighi.com/کامپوزیت-دندان؛-آشنایی-با-انواع،-مزای/,post,publish,کامپوزیت دندان؛ آشنایی با انواع، مزایا و هزینه کامپوزیت دندان,0,989,0.0,40.52,general-dental,P0,migrate-to-knowledge-center,,yes,General dental content with some traffic — migrate as a standalone Knowledge Center article.
https://dralirezasadighi.com/لمینت-دندان؛-راهکاری-نوین-در-ترمیم،-و-ز/,post,publish,لمینت دندان؛ راهکاری نوین در ترمیم، و زیبایی دندان‌ها,0,1,0.0,9.0,general-dental,P1,migrate-to-knowledge-center,,yes,General dental content with some traffic — migrate as a standalone Knowledge Center article.
https://dralirezasadighi.com/ماسک-دندان-چیست-و-چه-کاربردی-دارد؟/,post,publish,ماسک دندان چیست و چه کاربردی دارد؟,5,1471,0.0034,6.24,general-dental,P0,migrate-to-knowledge-center,,yes,General dental content with some traffic — migrate as a standalone Knowledge Center article.
https://dralirezasadighi.com/همه-آنچه-باید-در-مورد-ایمپلنت-دندان-بدا/,post,publish,همه آنچه باید در مورد ایمپلنت دندان بدانید!,0,2,0.0,10.0,advanced-dental-implant,P0,migrate-to-knowledge-center,/fa/knowledge/همه-آنچه-باید-در-مورد-ایمپلنت-دندان-بدا,yes,Substantial standalone article on core topic (advanced-dental-implant); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/advanced-dental-implant.
https://dralirezasadighi.com/جراحی-فک-و-مواردی-که-باید-بدانید/,post,publish,جراحی فک و مواردی که باید بدانید,3,84,0.0357,28.73,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/جراحی-فک-و-مواردی-که-باید-بدانید,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/مراقبتهای-قبل-از-عمل-لیفت/,post,publish,مراقبتهای قبل از عمل لیفت,4,40,0.1,7.1,facial-cosmetic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/مراقبتهای-قبل-از-عمل-لیفت,yes,Substantial standalone article on core topic (facial-cosmetic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/facial-cosmetic-surgery.
https://dralirezasadighi.com/مراقبت-بعد-از-جراحی-دندان-عقل/,post,publish,مراقبت بعد از جراحی دندان عقل,8,188,0.0426,26.72,impacted-tooth-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/مراقبت-بعد-از-جراحی-دندان-عقل,yes,Substantial standalone article on core topic (impacted-tooth-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/impacted-tooth-surgery.
https://dralirezasadighi.com/جراحی-دیجیتال-فک/,post,publish,جراحی دیجیتال فک,41,385,0.1065,4.39,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/جراحی-دیجیتال-فک,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/سینوس-لیفت-چیست؟/,post,publish,سینوس لیفت چیست؟,0,1,0.0,10.0,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/سینوس-لیفت-چیست؟,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/cas-چیست-و-کاربرد-های-آن/,post,publish,CAS چیست و کاربرد های آن,57,2972,0.0192,5.98,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/cas-چیست-و-کاربرد-های-آن,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/همه-چیز-در-مورد-رینوپلاستی/,post,publish,همه چیز در مورد رینوپلاستی,0,2,0.0,3.5,rhinoplasty,P0,migrate-to-knowledge-center,/fa/knowledge/همه-چیز-در-مورد-رینوپلاستی,yes,Substantial standalone article on core topic (rhinoplasty); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/rhinoplasty.
https://dralirezasadighi.com/همه-چیز-در-مورد-دندان-عقل/,post,publish,همه چیز در مورد دندان عقل,6,348,0.0172,30.07,impacted-tooth-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/همه-چیز-در-مورد-دندان-عقل,yes,Substantial standalone article on core topic (impacted-tooth-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/impacted-tooth-surgery.
https://dralirezasadighi.com/ایمپلنت-یک-روزه/,post,publish,ایمپلنت یک روزه,0,47,0.0,23.62,advanced-dental-implant,P0,migrate-to-knowledge-center,/fa/knowledge/ایمپلنت-یک-روزه,yes,Substantial standalone article on core topic (advanced-dental-implant); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/advanced-dental-implant.
https://dralirezasadighi.com/دندان-قروچه/,post,publish,دندان قروچه,8,292,0.0274,14.04,general-dental,P1,migrate-to-knowledge-center,,yes,General dental content with some traffic — migrate as a standalone Knowledge Center article.
https://dralirezasadighi.com/پیوند-استخوان-برای-ایمپلنتهای-دندان/,post,publish,پیوند استخوان برای ایمپلنت‌های دندانی: چرا و چه زمانی به این جراحی نیاز داریم؟,0,12,0.0,13.25,advanced-dental-implant,P0,migrate-to-knowledge-center,/fa/knowledge/پیوند-استخوان-برای-ایمپلنتهای-دندان,yes,Substantial standalone article on core topic (advanced-dental-implant); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/advanced-dental-implant.
https://dralirezasadighi.com/جراحی-سینوس-لیفت-چیست؟/,post,publish,جراحی سینوس لیفت چیست؟,9,809,0.0111,29.59,care-instructions,P0,redirect-to-knowledge-article,/fa/care-instructions/sinus-lift-care,yes,Old care post overlaps the existing care-instructions/sinus-lift-care page; redirect instead of duplicating.
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-لیفت-صورت-که/,post,publish,25 سوال متداول در مورد جراحی لیفت صورت,58,929,0.0624,19.29,facial-cosmetic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-لیفت-صورت-که,yes,Substantial standalone article on core topic (facial-cosmetic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/facial-cosmetic-surgery.
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-زیبایی-بین/,post,publish, 25 سوال متداول در مورد جراحی زیبایی بینی,60,1129,0.0531,6.89,rhinoplasty,P0,migrate-to-knowledge-center,/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-زیبایی-بین,yes,Substantial standalone article on core topic (rhinoplasty); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/rhinoplasty.
https://dralirezasadighi.com/مراقبتهای-قبل-و-بعد-از-جراحی-سینوس-لی/,post,publish,مراقبت‌های قبل و بعد از جراحی سینوس لیفت,36,778,0.0463,13.1,care-instructions,P0,redirect-to-knowledge-article,/fa/care-instructions/sinus-lift-care,yes,Old care post overlaps the existing care-instructions/sinus-lift-care page; redirect instead of duplicating.
https://dralirezasadighi.com/جراحی-فک-چیست-و-چرا-انجام-میشود؟/,post,publish,جراحی فک چیست و چرا انجام می‌شود؟,5,1113,0.0045,50.33,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/جراحی-فک-چیست-و-چرا-انجام-میشود؟,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-چانه-و-زاویه/,post,publish,26 سوال متداول در مورد جراحی چانه و زاویه‌سازی فک,84,2947,0.0285,9.82,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-چانه-و-زاویه,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-دندان-عقل-نه/,post,publish,25 سوال متداول در مورد جراحی دندان عقل نهفته,141,2541,0.0555,7.55,impacted-tooth-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-دندان-عقل-نه,yes,Substantial standalone article on core topic (impacted-tooth-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/impacted-tooth-surgery.
https://dralirezasadighi.com/راهنمای-جامع-ایمپلنت-دندان-در-تبریز/,post,publish,راهنمای جامع ایمپلنت دندان در تبریز,50,234,0.2137,34.65,advanced-dental-implant,P0,migrate-to-knowledge-center,/fa/knowledge/راهنمای-جامع-ایمپلنت-دندان-در-تبریز,yes,Substantial standalone article on core topic (advanced-dental-implant); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/advanced-dental-implant.
https://dralirezasadighi.com/رضایت-بیمار-از-جراحی-بینی/,post,publish,رضایت بیمار از جراحی بینی,1,158,0.0063,5.78,rhinoplasty,P0,redirect-to-service-page,/fa/services/rhinoplasty,yes,High-value but short/duplicative content — fold into /fa/services/rhinoplasty rather than a thin standalone page.
https://dralirezasadighi.com/رضایت-بیمار-از-جراحی-فک/,post,publish,رضایت بیمار از جراحی فک,12,192,0.0625,16.3,orthognathic-surgery,P0,redirect-to-service-page,/fa/services/orthognathic-surgery,yes,High-value but short/duplicative content — fold into /fa/services/orthognathic-surgery rather than a thin standalone page.
https://dralirezasadighi.com/رضایت-بیمار-از-جراحی-فک-بالا-و-پایین/,post,publish,رضایت بیمار از جراحی فک بالا و پایین,2,16,0.125,7.0,orthognathic-surgery,P0,redirect-to-service-page,/fa/services/orthognathic-surgery,yes,High-value but short/duplicative content — fold into /fa/services/orthognathic-surgery rather than a thin standalone page.
https://dralirezasadighi.com/رضایت-بیمار-پس-از-جراحی-بلفاروپلاستی/,post,publish,رضایت بیمار پس از جراحی بلفاروپلاستی,7,110,0.0636,6.25,blepharoplasty,P0,redirect-to-service-page,/fa/services/facial-cosmetic-surgery,yes,High-value but short/duplicative content — fold into /fa/services/facial-cosmetic-surgery rather than a thin standalone page.
https://dralirezasadighi.com/ایمپلنت-اشترومن-در-تبریز/,post,publish,ایمپلنت اشترومن در تبریز,63,1201,0.0525,17.36,advanced-dental-implant,P0,migrate-to-knowledge-center,/fa/knowledge/ایمپلنت-اشترومن-در-تبریز,yes,Substantial standalone article on core topic (advanced-dental-implant); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/advanced-dental-implant.
https://dralirezasadighi.com/بهترین-جراح-فک-در-تبریز-راهنمای-کامل-ا/,post,publish,بهترین جراح فک در تبریز - راهنمای کامل انتخاب و نکات مهم,59,5148,0.0115,9.63,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/بهترین-جراح-فک-در-تبریز-راهنمای-کامل-ا,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/جراحی-بینی-به-سبک-اروپایی-زیبایی-و-تقا/,post,publish,جراحی بینی به سبک اروپایی : زیبایی و تقارن در اوج هنر پزشکی,530,12515,0.0423,2.63,rhinoplasty,P0,migrate-to-knowledge-center,/fa/knowledge/جراحی-بینی-به-سبک-اروپایی-زیبایی-و-تقا,yes,Substantial standalone article on core topic (rhinoplasty); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/rhinoplasty.
https://dralirezasadighi.com/انواع-تزریق-چربی-میکروفت،-نانوفت-و-سای/,post,publish,انواع تزریق چربی: میکروفت، نانوفت و سایرین,42,1571,0.0267,7.22,uncategorized,P0,needs-manual-review,,yes,Traffic present but topic unclear from title/categories/slug — classify manually before deciding redirect target.
https://dralirezasadighi.com/لیپوساکشن-و-تزریق-چربی-روشهای-نوین-ج/,post,publish,لیپوساکشن و تزریق چربی - روش‌های نوین جوانسازی صورت برای زیبایی و طراوت بیشتر,4,521,0.0077,42.25,facial-cosmetic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/لیپوساکشن-و-تزریق-چربی-روشهای-نوین-ج,yes,Substantial standalone article on core topic (facial-cosmetic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/facial-cosmetic-surgery.
https://dralirezasadighi.com/بوتاکس-برای-جوانسازی-پیشانی-و-دور-چشم-ر/,post,publish,بوتاکس برای جوانسازی پیشانی و دور چشم: راز زیبایی بی‌نقص,3,315,0.0095,15.71,facial-cosmetic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/بوتاکس-برای-جوانسازی-پیشانی-و-دور-چشم-ر,yes,Substantial standalone article on core topic (facial-cosmetic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/facial-cosmetic-surgery.
https://dralirezasadighi.com/تزریق-بوتاکس-برای-از-بین-بردن-دندان-قرو/,post,publish,تزریق بوتاکس برای از بین بردن دندان قروچه راهکاری نوین و مؤثر,44,1167,0.0377,8.22,facial-cosmetic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/تزریق-بوتاکس-برای-از-بین-بردن-دندان-قرو,yes,Substantial standalone article on core topic (facial-cosmetic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/facial-cosmetic-surgery.
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-چانه-و-زاویه-2/,post,publish,25 سوال متداول در مورد جراحی چانه و زاویه‌سازی فک,31,1081,0.0287,15.33,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-چانه-و-زاویه-2,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-تزریق-فیلر-به-ناحی/,post,publish,25 سوال متداول در مورد تزریق فیلر به ناحیه صورت,100,1399,0.0715,7.65,facial-cosmetic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/25-سوال-متداول-در-مورد-تزریق-فیلر-به-ناحی,yes,Substantial standalone article on core topic (facial-cosmetic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/facial-cosmetic-surgery.
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-تزریق-بوتاکس-برای/,post,publish,25 سوال متداول در مورد تزریق بوتاکس برای جوانسازی پیشانی، دور چشم و درمان دندان قروچه,7,471,0.0149,8.53,facial-cosmetic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/25-سوال-متداول-در-مورد-تزریق-بوتاکس-برای,yes,Substantial standalone article on core topic (facial-cosmetic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/facial-cosmetic-surgery.
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-لیفت-ابرو-و-ش/,post,publish,25 سوال متداول در مورد جراحی لیفت ابرو و شقیقه,368,13789,0.0267,14.88,facial-cosmetic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-لیفت-ابرو-و-ش,yes,Substantial standalone article on core topic (facial-cosmetic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/facial-cosmetic-surgery.
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-تزریق-چربی/,post,publish,25 سوال متداول در مورد جراحی تزریق چربی,101,1558,0.0648,6.67,care-instructions,P0,needs-manual-review,/fa/care-instructions,yes,"DATA ISSUE: 2 WordPress posts (post_ids 8597, 13413) share this exact live URL — WordPress can only serve one of them. Resolve which post is canonical before deciding a migration target. Care-instruction content without a clear match to an existing care topic — review before mapping."
https://dralirezasadighi.com/بهترین-متخصص-ایمپلنت-تبریز-و-معرفی-دکت/,post,publish,بهترین متخصص ایمپلنت تبریز و معرفی دکتر علیرضا صدیقی,286,19515,0.0147,11.35,advanced-dental-implant,P0,migrate-to-knowledge-center,/fa/knowledge/بهترین-متخصص-ایمپلنت-تبریز-و-معرفی-دکت,yes,Substantial standalone article on core topic (advanced-dental-implant); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/advanced-dental-implant.
https://dralirezasadighi.com/دلایل-و-مزایا-اهمیت-انجام-ارتودنسی-قبل/,post,publish,دلایل و مزایا اهمیت انجام ارتودنسی قبل از جراحی فک,5,296,0.0169,27.18,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/دلایل-و-مزایا-اهمیت-انجام-ارتودنسی-قبل,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/جراحی-دندان-عقل-در-تهران-و-تبریز-چرا-ان/,post,publish,جراحی دندان عقل در تهران و تبریز: چرا انتخاب کلینیک دکتر علیرضا صدیقی بهترین گزینه است؟,2,62,0.0323,28.5,impacted-tooth-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/جراحی-دندان-عقل-در-تهران-و-تبریز-چرا-ان,yes,Substantial standalone article on core topic (impacted-tooth-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/impacted-tooth-surgery.
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-تزریق-چربی/,post,publish,25 frequently asked questions about fat injection surgery,101,1558,0.0648,6.67,care-instructions,P0,needs-manual-review,/fa/care-instructions,yes,"DATA ISSUE: 2 WordPress posts (post_ids 8597, 13413) share this exact live URL — WordPress can only serve one of them. Resolve which post is canonical before deciding a migration target. Care-instruction content without a clear match to an existing care topic — review before mapping."
https://dralirezasadighi.com/راهنمای-کامل-درمان-لبخند-لثهای-علل،/,post,publish,راهنمای کامل درمان لبخند لثه‌ای: علل، روش‌های پیشگیری و راهکارهای درمان,1,47,0.0213,28.38,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/راهنمای-کامل-درمان-لبخند-لثهای-علل،,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/a-comprehensive-guide-to-treating-gummy-smile-causes-prevention-and-treatment-options/,post,publish,"A Comprehensive Guide to Treating Gummy Smile: Causes, Prevention, and Treatment Options",0,99,0.0,39.56,general-dental,P1,migrate-to-knowledge-center,,yes,General dental content with some traffic — migrate as a standalone Knowledge Center article.
https://dralirezasadighi.com/why-choose-dr-alireza-sedighi-for-jaw-surgery-a-top-choice-for-precision-and-excellence/,post,publish,Why Choose Dr. Alireza Sedighi for Jaw Surgery: A Top Choice for Precision and Excellence,0,0,0.0,0.0,uncategorized,P2,needs-manual-review,,no,Content exists but topic is unclear — classify manually.
https://dralirezasadighi.com/فیزیوتراپی-بعد-از-جراحی-فک-راهنمای-کام/,post,publish,فیزیوتراپی بعد از جراحی فک: راهنمای کامل برای بهبود حرکت و کاهش خشکی مفصل,396,5087,0.0778,13.08,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/فیزیوتراپی-بعد-از-جراحی-فک-راهنمای-کام,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
https://dralirezasadighi.com/post-surgery-jaw-physiotherapy-a-comprehensive-guide-for-faster-recovery-with-effective-exercises/,post,publish,Post-Surgery Jaw Physiotherapy: A Comprehensive Guide for Faster Recovery with Effective Exercises,10,636,0.0157,21.34,orthognathic-surgery,P0,migrate-to-knowledge-center,/fa/knowledge/post-surgery-jaw-physiotherapy-a-comprehensive-guide-for-faster-recovery-with-effective-exercises,yes,Substantial standalone article on core topic (orthognathic-surgery); migrate into Knowledge Center as its own article and redirect old URL to it; cross-link from /fa/services/orthognathic-surgery.
