old_url,old_path,old_host_variant,new_url,new_path,status_code,redirect_reason,priority,must_resolve_before_locale_middleware,notes
https://dralirezasadighi.com/ایمپلنت-فوری-در-تبریز/,/ایمپلنت-فوری-در-تبریز/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/ایمپلنت-فوری-در-تبریز,/fa/knowledge/ایمپلنت-فوری-در-تبریز,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/about-us/,/about-us/,apex-https (canonical),https://dralirezasadighi.com/fa/about,/fa/about,301,Structural page (about/contact) — consolidated into its Next.js equivalent.,P0,yes,"Destination page already exists in the current Next.js app — this redirect can be implemented and enabled immediately, independent of content work."
https://dralirezasadighi.com/ریلپس-یا-بازگشت-پس-از-عمل-جراحی-فک-با-تا/,/ریلپس-یا-بازگشت-پس-از-عمل-جراحی-فک-با-تا/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/ریلپس-یا-بازگشت-پس-از-عمل-جراحی-فک-با-تا,/fa/knowledge/ریلپس-یا-بازگشت-پس-از-عمل-جراحی-فک-با-تا,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-دندان-عقل-نه/,/25-سوال-متداول-در-مورد-جراحی-دندان-عقل-نه/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-دندان-عقل-نه,/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-دندان-عقل-نه,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/لیفت-شقیقه-گلایدینگ/,/لیفت-شقیقه-گلایدینگ/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/لیفت-شقیقه-گلایدینگ,/fa/knowledge/لیفت-شقیقه-گلایدینگ,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/european-nose-job/,/european-nose-job/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/european-nose-job,/fa/knowledge/european-nose-job,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-تزریق-چربی/,/25-سوال-متداول-در-مورد-جراحی-تزریق-چربی/,apex-https (canonical),https://dralirezasadighi.com/fa/care-instructions,/fa/care-instructions,301,Destination not yet decided — see manual-decisions-needed.md.,P0-blocked,yes,"Destination page already exists in the current Next.js app — this redirect can be implemented and enabled immediately, independent of content work."
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-تزریق-فیلر-به-ناحی/,/25-سوال-متداول-در-مورد-تزریق-فیلر-به-ناحی/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/25-سوال-متداول-در-مورد-تزریق-فیلر-به-ناحی,/fa/knowledge/25-سوال-متداول-در-مورد-تزریق-فیلر-به-ناحی,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/تفاوت-کشیدن-دندان-و-جراحی-دندان-عقل/,/تفاوت-کشیدن-دندان-و-جراحی-دندان-عقل/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/تفاوت-کشیدن-دندان-و-جراحی-دندان-عقل,/fa/knowledge/تفاوت-کشیدن-دندان-و-جراحی-دندان-عقل,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-چانه-و-زاویه/,/25-سوال-متداول-در-مورد-جراحی-چانه-و-زاویه/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-چانه-و-زاویه,/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-چانه-و-زاویه,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/جراحی-برجستگی-پیشانی/,/جراحی-برجستگی-پیشانی/,apex-https (canonical),,,301,Destination not yet decided — see manual-decisions-needed.md.,P0-blocked,yes,PENDING — see manual-decisions-needed.md before implementing this rule.
https://dralirezasadighi.com/فیزیوتراپی-بعد-از-جراحی-فک/,/فیزیوتراپی-بعد-از-جراحی-فک/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/فیزیوتراپی-بعد-از-جراحی-فک,/fa/knowledge/فیزیوتراپی-بعد-از-جراحی-فک,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/لیفت-ابرو-و-شقیقه/,/لیفت-ابرو-و-شقیقه/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/لیفت-ابرو-و-شقیقه,/fa/knowledge/لیفت-ابرو-و-شقیقه,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/جراحی-فک-پایین-عقب-رفته/,/جراحی-فک-پایین-عقب-رفته/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/جراحی-فک-پایین-عقب-رفته,/fa/knowledge/جراحی-فک-پایین-عقب-رفته,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/جراحی-فک-پایین-جلو-آمده/,/جراحی-فک-پایین-جلو-آمده/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/جراحی-فک-پایین-جلو-آمده,/fa/knowledge/جراحی-فک-پایین-جلو-آمده,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/نمونه-درمان/,/نمونه-درمان/,apex-https (canonical),,,301,Destination not yet decided — see manual-decisions-needed.md.,P0-blocked,yes,PENDING — see manual-decisions-needed.md before implementing this rule.
https://dralirezasadighi.com/ایمپلنت-دندان-در-تبریز-پرسش-پاسخ/,/ایمپلنت-دندان-در-تبریز-پرسش-پاسخ/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/ایمپلنت-دندان-در-تبریز-پرسش-پاسخ,/fa/knowledge/ایمپلنت-دندان-در-تبریز-پرسش-پاسخ,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/ایمپلنت-اشترومن-در-تبریز/,/ایمپلنت-اشترومن-در-تبریز/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/ایمپلنت-اشترومن-در-تبریز,/fa/knowledge/ایمپلنت-اشترومن-در-تبریز,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/25-سوال-متداول-در-مورد-جراحی-زیبایی-بین/,/25-سوال-متداول-در-مورد-جراحی-زیبایی-بین/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-زیبایی-بین,/fa/knowledge/25-سوال-متداول-در-مورد-جراحی-زیبایی-بین,301,High-traffic core-service article migrated into the Knowledge Center.,P0,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/بلفاروپلاستی/,/بلفاروپلاستی/,apex-https (canonical),https://dralirezasadighi.com/fa/knowledge/بلفاروپلاستی,/fa/knowledge/بلفاروپلاستی,301,Destination not yet decided — see manual-decisions-needed.md.,P0-blocked,yes,Destination article does not exist yet — do not enable this redirect until the Knowledge Center article is authored and published (see phase-1-article-import-list.csv).
https://dralirezasadighi.com/tag/متخصص-دندان-تبریز/,/tag/متخصص-دندان-تبریز/,apex-https (canonical),,,301,WordPress tag archive with no clear single-topic match — pick a redirect target manually (or accept as a 404 if traffic is trivial).,P0-blocked,yes,"PENDING — no confident single-topic redirect target, see manual-decisions-needed.md."
https://dralirezasadighi.com/tag/جراحی-ایمپلنت-تبریز/,/tag/جراحی-ایمپلنت-تبریز/,apex-https (canonical),https://dralirezasadighi.com/fa/services/advanced-dental-implant,/fa/services/advanced-dental-implant,301,WordPress tag archive; no tag-archive equivalent on the new site — redirect to the closest service page (advanced-dental-implant).,P0,yes,"Destination page already exists in the current Next.js app — this redirect can be implemented and enabled immediately, independent of content work."
http://www.dralirezasadighi.com/,/,http://www.dralirezasadighi.com (non-canonical),https://dralirezasadighi.com/fa,/fa,301,Host/protocol canonicalization — www and/or http tracked as a separate Search Console property carrying real impression volume.,P0,yes,"This single indexed variant is the only one Search Console shows, but the same canonicalization rule should match ANY combination of non-canonical host (www) or non-https scheme, not just this exact string — e.g. https://www.… and http://dralirezasadighi.com/… too."
